,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Arabian Clothing,Top Type,Belt
477,swpants04200924757,,443,1,0,9,0,12,3,42,6,379,65,24,,Brown,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Fold Pleat Mom Jeans,20.0,,,,,
478,swpants04201204190,,443,1,0,9,0,12,3,42,6,379,65,24,,Yellow,Plain,Cropped,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Fold Pleat Mom Jeans,20.0,,,,,
479,swpants04201211407,,443,1,0,9,0,12,3,42,6,379,65,24,,Khaki,Plain,Long,Mom Fit,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Fold Pleat Mom Jeans,20.0,,,,,
480,swskirt23201009241,,3966,17,1,28,8,95,19,233,61,3594,1024,15,Elegant,Black,Plain,Mini,Bodycon,,,,,"Drawstring, Ruched, Rib-Knit",Summer,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,Drawstring Side Ribbed Bodycon Skirt,13.0,,,,,
481,swskirt23200811740,,3966,17,1,28,8,95,19,233,61,3594,1024,15,Elegant,Apricot,Plain,Mini,Bodycon,,,,,"Drawstring, Ruched, Rib-Knit",Summer,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,Ribbed Ruched Drawstring Bodycon Skirt,13.0,,,,,
482,swskirt23201106681,,3966,17,1,28,8,95,19,233,61,3594,1024,15,Elegant,Army Green,Plain,Mini,Bodycon,,,,,"Drawstring, Ruched, Rib-Knit",Summer,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,Drawstring Side Ribbed Bodycon Skirt,13.0,,,,,
483,swskirt23200821764,,260,2,2,9,3,13,3,20,5,216,60,15,Casual,Black,Plain,Mini,Straight,,,,,"Belted, Button, Zipper, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,,,High Waist,,,,,,Zip Up Belted Skirt,13.0,,,,,
484,swtwop07200902344,,88,0,0,1,0,2,0,3,1,84,20,18,Casual,Chocolate Brown,Colorblock,,,Collar,Long Sleeve,Regular Sleeve,,"Zipper, Tape",Fall/Winter,"5% Spandex, 95% Polyester",Velvet,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN Tape Trim Zipper Up Velvet Crop Jacket & Pants Set,15.49,,,,Jackets,
485,swblouse07200930792,,377,0,0,0,0,2,1,12,4,363,80,15,Elegant,Black,Plain,Crop,Top,Square Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Shirred, Ruched Bust",Spring/Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,13.0,,,,,
486,swblouse07201109792,,377,0,0,0,0,2,1,12,4,363,80,12,Elegant,White,Plain,Crop,Top,Square Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Shirred, Ruched Bust",Spring/Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,10.0,,,,,
487,swblouse07201109915,,377,0,0,377,85,2,1,12,4,363,80,12,Elegant,Burgundy,Plain,Crop,Top,Square Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Shirred, Ruched Bust",Spring/Summer,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,10.0,,,,,
488,swblouse07201112284,,377,0,0,0,0,2,1,12,4,363,80,12,Elegant,Apricot,Plain,Crop,Top,Square Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Button, Shirred, Ruched Bust",Spring/Summer,"3% Spandex, 97% Polyester",Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Ruched Bust Lantern Sleeve Crop Satin Top,10.0,,,,,
489,swsweatsh07201017310,,774,2,0,2,0,13,1,28,3,729,108,7,Casual,Navy Blue,Floral,Regular,Pullovers,Round Neck,Long Sleeve,Raglan Sleeve,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Floral Raglan Sleeve Pullover,5.99,,,,,
490,swdress23200923564,,979,6,0,8,3,22,4,51,11,892,163,13,Casual,Rust Brown,Plain,Short,,High Neck,Long Sleeve,Raglan Sleeve,,Cut Out,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,High Neck Cut Out Shoulder Knit Dress,11.0,Straight,,,,No
491,swdress23201021874,,979,6,0,8,3,22,4,51,11,892,163,24,Casual,Black,Plain,Short,,High Neck,Long Sleeve,Raglan Sleeve,,Cut Out,Winter,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,Natural,,,,,,High Neck Cut Out Shoulder Knit Dress,20.0,Straight,,,,No
492,swpants04200924918,,320,1,0,6,1,6,0,32,6,275,49,24,,Mint Green,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Straight Leg Jeans,20.0,,,,,
493,swblouse07200908051,,665,3,1,4,0,17,6,46,8,597,99,19,Preppy,Black and White,Tartan,Long,Shirt,Hooded,Long Sleeve,Drop Shoulder,Placket,"Drawstring, Button Front",Spring/Fall,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Button Placket Contrast Drawstring Hooded Tartan Blouse,16.0,,,,,
494,swblouse07201023842,,665,3,1,4,0,17,6,46,8,597,99,19,Preppy,Multicolor,Tartan,Long,Shirt,Hooded,Long Sleeve,Drop Shoulder,Placket,"Drawstring, Button Front",Spring/Fall,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Drawstring Hooded Blouse,16.0,,,,,No
495,swblouse07201023233,,665,3,1,4,0,17,6,46,8,597,99,19,Preppy,Multicolor,Tartan,Long,Tunic,Hooded,Long Sleeve,Drop Shoulder,Placket,"Drawstring, Button Front",Spring/Fall,"40% Cotton, 60% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Drawstring Hooded Blouse,16.0,,,,,
496,swpants04200907842,,496,3,0,11,4,15,3,35,9,434,97,27,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Ripped Straight Leg Jeans,23.0,,,,,
497,swpants04201203097,,496,3,0,11,4,15,3,35,9,496,113,27,,Medium Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Ripped Straight Leg Jeans,23.0,,,,,
498,swpants04201203925,,496,3,0,11,4,15,3,35,9,434,97,27,,Black,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Ripped Straight Leg Jeans,23.0,,,,,
499,swpants04201203684,,496,3,0,11,4,15,3,35,9,434,97,27,,Dark Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Ripped Straight Leg Jeans,23.0,,,,,
500,swpants04200929951,,6074,54,7,48,7,142,26,285,65,5546,1389,23,,Medium Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Straight Leg Jeans,19.0,,,,,
501,swpants04200714531,,6074,54,7,48,7,142,26,285,65,5546,1389,23,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SHEIN X WEJDENE Distressed High-Rise Mom Jeans,19.0,,,,,
502,swpants04200929044,,6074,54,7,48,7,142,26,285,65,5546,1389,23,,Dark Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Bleach Wash Ripped Straight Leg Jeans,19.0,,,,,
503,swpants04201111032,,6076,54,7,48,7,142,26,285,65,5546,1389,21,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Ripped Straight Leg Jeans,18.0,,,,,
504,swtee07201008710,,1923,23,8,32,9,75,27,126,56,1669,687,3,Casual,Rust Brown,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Edge Rib-knit Tee,2.99,,,,,
505,swtee07200724069,,1923,23,8,32,9,75,27,126,56,1669,687,4,Casual,Apricot,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Fitted Crop Top,3.99,,,,,
506,swtee07200901483,,1923,23,8,32,9,75,27,126,56,1669,687,4,Casual,White,Plain,Crop,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Fitted Crop Top,4.0,,,,,
507,swpants04201007162,,253,1,0,4,0,13,1,14,2,221,37,24,,Medium Wash,Gingham,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Checkered Straight Jeans,20.0,,,,,
508,swtwop07201028023,,19,0,0,0,0,1,0,0,0,18,5,15,Casual,Redwood,Plain,,,Round Neck,Long Sleeve,Raglan Sleeve,,"Criss Cross, Split Thigh",Spring/Fall,"97% Rayon, 3% Spandex",Rayon,High Stretch,No,Slim Fit,,,,,,,Skirt,SHEIN Crisscross Tie Back Top & Split Thigh Skirt Set,13.0,,,,Tee,
509,swblouse02200930758,,301,11,2,7,2,12,2,20,3,251,46,18,Preppy,Coffee Brown,Plaid,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,Plaid Drop Shoulder Tunic Blouse,15.0,,,,,
510,swblouse02200803586,,301,11,2,7,2,12,2,20,3,251,46,10,Preppy,Multicolor,Plaid,Long,Tunic,Collar,Long Sleeve,Drop Shoulder,Placket,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,Plaid Drop Shoulder Tunic Blouse,9.0,,,,,
511,swjacket02200921919,,2085,8,0,10,2,24,4,94,34,1949,562,43,Casual,Black,Plain,Regular,Padded ,High Neck,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper, Padded , Button Front",Winter,"60% PU Leather, 40% Polyester",PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Zip Up Snap Button Drawstring Hem Jacket,36.0,,Zipper,,,
512,swjacket02201014167,,2085,8,0,10,2,24,4,94,34,1949,562,43,Casual,Khaki,Plain,Regular,Padded ,Funnel Neck,Long Sleeve,Regular Sleeve,,"Drawstring, Zipper, Padded , Button Front",Winter,"60% PU Leather, 40% Polyester",PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,Zip Up Snap Button Drawstring Hem Puffer Jacket,36.0,,Zipper,,,
513,swblouse44200907703,,125,0,0,0,0,3,1,3,0,120,24,14,Casual,Black,Plain,Regular,Peplum,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Lace, Ruffle Hem, Backless, Drawstring",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,Backless Drawstring Back Peplum Blouse,12.0,,,,,
514,swouter03201028495,,85,0,0,2,0,0,0,4,0,80,7,30,Casual,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Slight Stretch,No,Regular Fit,,,,,,,,Plaid Flap Pocket Overshirt With Borg Collar,25.0,,Single Breasted,,,
515,swleg07201224423,,114,1,1,2,0,3,3,4,1,105,21,12,Sporty,Redwood,Plain,Long,Regular,,,,,Pocket,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,,,,,,,,,SHEIN Wide Waistband Contrast Stitch Slant Pocket Leggings,10.0,,,,,
516,swleg07201112500,,114,1,1,2,0,3,3,4,1,105,21,10,Sporty,Dark Grey,Plain,Long,Regular,,,,,Pocket,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,,,,,,,,,SHEIN Wide Waistband Contrast Stitch Slant Pocket Leggings,9.0,,,,,
517,swleg07201224103,,114,1,1,2,0,3,3,4,1,105,21,10,Sporty,Dusty Blue,Plain,Long,Regular,,,,,Pocket,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,,,,,,,,,SHEIN Wide Waistband Contrast Stitch Slant Pocket Leggings,9.0,,,,,
518,swtwop07201228349,,10000,0,0,0,0,0,0,0,0,9999,3068,15,Casual,Lilac Purple,Plain,,,V neck,Long Sleeve,Regular Sleeve,,"Knot, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN V Neck Solid Top & Knot Front Leggings Set,13.0,,,,Tee,
519,swtwop07200727547,,10000,0,0,0,0,0,0,0,0,9999,3068,15,Casual,Rust Brown,Plain,,,V neck,Long Sleeve,Regular Sleeve,,"Rib-Knit, Tie Front",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN V Neck Solid Top & Knot Front Leggings Set,13.0,,,,Tee,
520,swtwop07200814119,,10000,0,0,0,0,0,0,0,0,9999,3068,15,Casual,Black,Plain,,,V neck,Long Sleeve,Regular Sleeve,,"Knot, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,,,,Tee,
521,swtwop07200814901,,10000,0,0,0,0,9999,3064,0,0,9999,3068,15,Casual,Light Grey,Plain,,,V neck,Long Sleeve,Regular Sleeve,,"Knot, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,,,,Tee,
522,swtwop07200814146,,10000,0,0,0,0,0,0,0,0,9999,3068,15,Casual,Mint Green,Plain,,,V neck,Long Sleeve,Regular Sleeve,,"Knot, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,Leggings,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,,,,Tee,
523,swtwop07200817076,,10000,0,0,0,0,0,0,0,0,9999,3068,15,Casual,Baby Pink,Plain,,,V neck,Long Sleeve,Regular Sleeve,,"Drawstring, Rib-Knit",Fall/Winter,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Pants,SHEIN Ribbed V-Neck Tee & Drawstring Leggings Set,13.0,,,,Tee,
524,swouter04201130601,,1,0,0,0,0,0,0,0,0,1,0,15,Casual,"Yellow, Pastel",Plain,Crop,Cardigan,V neck,Short Sleeve,Regular Sleeve,,Button Front,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,Button Front Rib-knit Cardigan,13.0,,,,,
525,swtee23201224044,,0,0,0,0,0,0,0,0,0,0,0,4,Casual,White,"Figure, Graphic",Regular,,Round Neck,Cap Sleeve,Batwing Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Wine Glass And Figure Graphic Tee,3.99,,,,,
526,swtee07201202628,,3,0,0,0,0,0,0,0,0,3,0,4,Elegant,Black and White,Houndstooth,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Mock-Neck Houndstooth Top,3.99,,,,,
527,swblouse23200901219,,10000,0,0,0,0,0,0,0,0,9999,2298,18,Casual,Army Green,Plain,Long,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,"Pleated, Button Front",Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,No,No,,,Gathered Waist Curved Hem Longline Blouse,15.0,,,,,
528,swblouse03200219652,,10000,0,0,0,0,0,0,9999,0,9999,2298,18,Casual,White,Plain,Long,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,Button Front,Spring/Fall,"10% Elastane, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,No,No,,,Gathered Waist Curved Hem Longline Blouse,15.0,,,,,
529,swblouse03200317794,,10000,0,0,0,0,0,0,0,0,9999,2298,19,Casual,Black,Plain,Long,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Ruffle Hem, Button Front",Spring/Fall,"10% Elastane, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,No,No,,,Solid Button Through Longline Babydoll Blouse,16.0,,,,,
530,swblouse23200901916,,10000,0,0,0,0,0,0,9999,0,9999,2298,18,Casual,Khaki,Plain,Long,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,"Ruffle Hem, Button Front",Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,No,No,,,Gathered Waist Curved Hem Longline Blouse,15.0,,,,,
531,swblouse23201110953,,10000,0,0,0,0,0,0,0,0,9999,2298,18,Elegant,Grey,Plain,Long,Shirt,Collar,Long Sleeve,Bishop Sleeve,Placket,Button Front,Spring/Fall,"10% Elastane, 90% Polyester",Polyester,Non-Stretch,No,Regular Fit,,,,No,No,,,Gathered Waist Curved Hem Longline Blouse,15.0,,,,,
532,swskirt07200921379,,3880,14,2,12,1,86,20,259,56,3510,796,6,Preppy,Black and White,Tartan,Mini,Flared,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,SHEIN Elastic Waist Skater Plaid Skirt,5.0,,,,,
533,swouter07200912020,,985,6,1,12,3,23,3,58,11,887,220,27,Casual,Black,Plain,Short,Overcoat,Lapel,Long Sleeve,Regular Sleeve,,Belted,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Notched Collar Self Belted Overcoat,23.0,,,,,Yes
534,swouter07201016331,,985,6,1,12,3,23,3,58,11,887,220,24,Elegant,Khaki,Plain,Knee Length,Overcoat,Lapel,Long Sleeve,Regular Sleeve,,Belted,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Flap Detail Belted Overcoat,20.49,,,,,Yes
535,swsweatsh04200827573,,1492,11,2,13,2,37,4,95,17,1336,315,21,Sporty,Chocolate Brown,"Striped, Letter",Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Striped Trim Letter Graphic Pullover,17.99,,,,,
536,swsweatsh04200619983,,1492,11,2,13,2,37,4,95,17,1336,315,21,Sporty,Light Grey,"Striped, Letter",Regular,Pullovers,Stand Collar,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Striped & Letter Graphic Sweatshirt,17.99,,,,,
537,swvest07201030976,,853,0,0,3,0,8,3,29,8,813,197,3,Sexy,Multicolor,Leopard,Crop,Cami,Spaghetti Strap,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Hanky Hem Leopard Cami Top,3.0,,,,,
538,swvest07201203013,,44,0,0,0,0,44,11,1,0,41,10,6,Elegant,Black,Leopard,Crop,Cami,Spaghetti Strap,,,,Knot,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Leopard Trim Knot Front Cami Top,5.0,,,,,
539,swdress42200902452,,1703,10,1,14,6,44,7,131,38,1506,424,19,Glamorous,Navy Blue,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Criss Cross, Rhinestone",Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,Flared,,,,
540,swdress42200928688,,1703,10,1,14,6,44,7,131,38,1506,424,19,Glamorous,Burgundy,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruffle, Criss Cross",Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,Flared,,,,
541,swdress42201016943,,1703,10,1,14,6,44,7,131,38,1506,424,19,Glamorous,Dark Green,Plain,Short,Cami,Spaghetti Strap,Sleeveless,,,"Backless, Ruched, Criss Cross, Rhinestone",Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,Flared,,,,
542,swdress42201016071,,1703,10,1,14,6,44,7,131,38,1506,424,19,Glamorous,Black,,Short,Cami,Spaghetti Strap,Sleeveless,,,"Ruched, Criss Cross, Rhinestone",All,100% Polyester,Velvet,Slight Stretch,No,Regular Fit,,High Waist,,,,,,D&M Ruched Crisscross Rhinestone Detail Velvet Cami Dress,16.0,Flared,,,,
543,swvest07201217094,,3365,3,1,9,0,39,9,116,47,3198,1094,4,Casual,Lime Green,Letter,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Print Rib-knit Crop Top,4.0,,,,,
544,swvest07200702337,,3365,3,1,3365,1151,39,9,116,47,3198,1094,4,Casual,White,Letter,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Print Rib-knit Crop Top,4.0,,,,,
545,swvest07200814744,,3365,3,1,9,0,39,9,116,47,3198,1094,4,Casual,Black,Letter,Crop,Tank,Scoop Neck,,,,,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Graphic Crop Tank Top,4.0,,,,,
546,swvest07201217505,,3365,3,1,9,0,39,9,116,47,3198,1094,4,Casual,White,Letter,Crop,Tank,Scoop Neck,,,,Rib-Knit,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Letter Print Rib-knit Crop Top,4.0,,,,,
547,swpants07200904363,,3708,11,1,31,6,89,16,258,66,3319,772,13,Casual,Black and White,Zebra Stripe,Long,Flare Leg,,,,,Split,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Split Hem Zebra Striped Pants,11.0,,,,,
548,swpants07201020040,,3708,11,1,31,6,89,16,258,66,3319,772,13,Casual,Multicolor,Zebra Stripe,Long,Flare Leg,,,,,Split,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,SHEIN Split Hem Zebra Striped Pants,11.0,,,,,
549,swtee44201216511,,80,0,0,0,0,2,0,3,0,75,0,4,Casual,Black,Plain,Regular,,V neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,V-neck Solid Tee,3.99,,,,,
550,swtee44201216069,,80,0,0,0,0,2,0,3,0,75,0,4,Casual,Grey,,Regular,,V neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Space Dye V-neck Tee,3.99,,,,,
551,swtee44201216978,,80,0,0,0,0,2,0,3,0,75,0,4,Casual,Yellow,Plain,Regular,,V neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,100% Polyester,Polyester,High Stretch,No,Regular Fit,,,,,,,,Solid V-neck Tee,3.99,,,,,
552,swtee01201214149,,3,0,0,0,0,0,0,0,0,3,0,18,Casual,Navy Blue,Letter,Crop,,Collar,Short Sleeve,Regular Sleeve,Half Placket,"Contrast Collar, Zipper",Summer,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Half Zip Crop Tee,14.99,,,,,
553,swpants00201119215,,1,0,0,0,0,0,0,0,0,1,0,23,,Light Wash,Plain,Long,Boyfriend Fit,,,,,"Ripped, Pocket, Washed",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waisted Distressed Boyfriend Jeans,19.0,,,,,
554,swvest07201204655,,28,0,0,0,0,0,0,0,0,28,7,7,Casual,Blue,Tie Dye,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Lettuce Trim",Summer,"6% Spandex, 94% Cotton",Cotton,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Dye Lace Trim Cami Top,6.0,,,,,
555,swpants01201111142,,6,0,0,0,0,0,0,0,0,6,0,24,,Blue,Zebra Stripe,Long,Wide Leg,,,,,Pocket,,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Zebra Stripe High Waisted Wide Leg Jeans,20.0,,,,,
