,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Top Type,Placket,Belt,Hem Shaped,Arabian Clothing
474,swdress07200922163,SHEIN Fold Pleated Shirt Dress,15.0,673,14,2,16,5,40,8,61,16,542,127,18,Casual,White,Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,"Pleated, Button Front",Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Loose,,High Waist,,,,,,,,,Flared,
475,swdress07201124012,SHEIN Drop Shoulder Fold Pleated Shirt Dress,8.49,673,14,2,16,5,40,8,61,16,542,127,10,Casual,"Yellow, Pastel",Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,"Button, Pleated",Spring,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flared,
476,swdress07201124944,SHEIN Drop Shoulder Fold Pleated Shirt Dress,15.0,673,14,2,16,5,40,8,61,16,542,127,18,Casual,"Bright, Lilac Purple",Plain,Short,Shirt,Collar,Long Sleeve,Drop Shoulder,,"Button, Pleated",Spring,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,High Waist,,,,,,,,,Flared,
477,swtop04201024389,Sheer Lantern Sleeve Slim Top,6.0,15,0,0,0,0,1,0,0,0,14,2,7,Elegant,Black,Plaid,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,"Contrast Mesh, Sheer",Spring/Summer,"20% Cotton, 80% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
478,swblouse44201016508,Ruffle Trimed Babydoll Blouse,5.99,116,0,0,0,0,1,0,2,0,113,23,7,Casual,Black,Plain,Regular,Peplum,V neck,Long Sleeve,Flounce Sleeve,Pullovers,"Ruffle, Ruffle Hem",Spring/Fall,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
479,swtee07201009501,SHEIN Solid Slim Crop Tee,3.99,938,8,1,12,1,34,9,64,19,820,263,4,Elegant,Black,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
480,swtee07200917896,SHEIN Solid Form Fitted Rib-knit Top,3.99,938,8,1,0,0,34,9,0,0,820,263,4,Casual,Grey,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
481,swtee07201009214,SHEIN Solid Form Fitted Rib-knit Top,3.99,938,8,1,12,1,34,9,64,19,820,263,4,Basics,Apricot,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
482,swsweater23200930144,Striped Pattern Oversized Sweater,17.0,1148,5,0,13,3,24,3,68,11,1038,187,20,Casual,Multicolor,Striped,Regular,Pullovers,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
483,swsweater23201112934,Striped Pattern Oversized Sweater,17.0,1148,5,0,13,3,24,3,68,11,1038,187,20,Casual,Multicolor,Striped,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
484,swsweater23201112532,Color-block Drop Shoulder Oversized Sweater,17.0,1148,5,0,13,3,24,3,68,11,1038,187,20,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
485,swsweater23201123867,Striped Pattern Oversized Sweater,17.0,1148,5,0,13,3,24,3,68,11,1038,187,20,Casual,Multicolor,Striped,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
486,swpants04200914080,Zipper Fly Flare Leg Jeans,21.0,4639,38,11,49,9,120,25,266,65,4167,1176,25,,Black,Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
487,pants181127452,SHEIN High Waisted Flare Hem Skinny Jeans,22.0,4639,38,11,49,9,120,25,266,65,4167,1176,26,,Navy Blue,Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",Spring/Summer/Fall,"2% Spandex, 85% Cotton, 13% Polyester",,High Stretch,,Regular Fit,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
488,swpants04200409067,High Waist Flare Leg Jeans,21.0,4639,38,11,49,9,120,25,266,65,4167,1176,25,,"Blue, Pastel",Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Regular Fit,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
489,swpants04200911474,High Rise Flare Leg Jeans,20.0,4639,38,11,49,9,120,25,266,65,4167,1176,24,,Medium Wash,Plain,Long,Flare Leg,,,,,"Pocket, Zipper, Button Front",,"2% Spandex, 85% Cotton, 13% Polyester",Denim,High Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
490,swpants07200916207,SHEIN Solid Flare Leg Pants,9.0,15,0,0,0,0,0,0,1,0,15,1,10,Elegant,Black,Plain,Long,Flare Leg,,,,,Zipper,Spring/Summer/Fall,"5% Spandex, 10% Nylon, 85% Polyester",Polyester,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
491,swouter02200928810,Plaid Pocket Drop Shoulder Coat,24.0,1943,15,3,16,6,57,20,116,47,1739,481,29,Casual,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Spring/Fall,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,,Single Breasted,,,
492,swouter02201019950,Plaid Pocket Drop Shoulder Coat,25.0,1943,15,3,16,6,57,20,0,0,1739,481,30,Casual,Mocha Brown,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Oversized,,,,,,,,,Single Breasted,,,
493,swskirt42201223924,Simplee Frill Trim Floral Layered Skirt,14.0,4,0,0,0,0,0,0,0,0,4,0,17,Boho,Mint Green,Floral,Mini,Layered/Tiered,,,,,"Fringe, Frill, Ruffle Hem, Tie Front",Summer,100% Viscose,Viscose,Non-Stretch,No,,,High Waist,,,,,,,,,,
494,swouter07200828447,SHEIN Drop Shoulder Curved Hem Plaid Coat,22.0,2929,5,1,10,2,40,9,155,43,2719,700,26,Preppy,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
495,swouter07200709479,SHEIN Single Breasted Plaid Coat,21.0,2929,5,1,10,2,40,9,155,43,2719,700,25,Preppy,Multicolor,Plaid,Short,Other,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,,,,,,Single Breasted,,,
496,swouter07200928460,SHEIN Drop Shoulder Single Breasted Plaid Coat,16.0,2929,5,1,10,2,40,9,155,43,2719,700,19,Preppy,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,Button Front,Fall/Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
497,swouter07200928196,SHEIN Drop Shoulder Single Breasted Buffalo Plaid Coat,20.0,2929,5,1,10,2,40,9,155,43,2719,700,24,Casual,Multicolor,Plaid,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
498,swtee07200916826,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,3302,42,9,62,15,164,33,222,61,2813,836,6,Elegant,Apricot,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
499,swtee07201017781,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,3302,42,9,62,15,164,33,222,61,2813,836,6,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
500,swtee07201017440,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,2.99,3302,42,9,62,15,164,33,222,61,2813,836,3,Elegant,Dark Grey,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
501,swtee07201019967,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,3302,42,9,62,15,164,33,222,61,2813,836,6,Elegant,Mint Green,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
502,swtee07201019057,SHEIN Lettuce Edge Mock-neck Ruffle Trim Fitted Tee,4.99,3302,42,9,62,15,164,33,222,61,2813,836,6,Elegant,Rust Brown,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Frill, Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
503,swtop04200918355,Button Side Sweater Vest Without Blouse,13.0,5846,19,1,24,6,85,20,184,45,5534,1452,15,Casual,Black,Plain,Regular,,High Neck,Sleeveless,,Pullovers,"Button, High Low",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
504,swtop04200828757,Button Side Sweater Vest Without Blouse,13.0,5846,19,1,24,6,85,20,184,45,5534,1452,15,Casual,Brown,Plain,Regular,,High Neck,Sleeveless,,Pullovers,Button,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
505,swtop04200918367,Button Side Sweater Vest Without Blouse,15.0,5846,19,1,24,6,85,20,184,45,5534,1452,18,Casual,Grey,Plain,Regular,,High Neck,Sleeveless,,Pullovers,"Button, High Low",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
506,swtop04200918838,Button Side Sweater Vest Without Blouse,11.49,5846,19,1,24,6,85,20,184,45,5534,1452,13,Casual,Coffee Brown,Plain,Regular,,High Neck,Sleeveless,,Pullovers,"Button, High Low",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
507,swtop04200918389,Button Side Sweater Vest Without Blouse,13.0,5846,19,1,24,6,85,20,184,45,5534,1452,15,Casual,Camel,Plain,Regular,,High Neck,Sleeveless,,Pullovers,"Button, High Low",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
508,swtop04201102608,Button Side Sweater Vest Without Blouse,15.0,5846,19,1,24,6,85,20,184,45,5534,1452,18,Casual,Lilac Purple,Plain,Regular,,High Neck,Sleeveless,,Pullovers,"Button, High Low",Spring,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,,,,Asymmetrical,
509,swsweater04200916184,Drop Shoulder Striped Sweater,18.0,735,1,0,4,0,15,3,77,17,638,177,21,Casual,Multicolor,Tribal,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
510,swtop07201019995,SHEIN Mock Neck Snakeskin Print Mesh Crop Top,5.0,484,2,0,3,0,15,3,17,2,449,122,6,Sexy,Multicolor,Snakeskin Print,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"6% Spandex, 94% Polyester",Mesh,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
511,swtop07201207630,SHEIN Mock Neck Snakeskin Print Mesh Crop Top,5.0,484,2,0,3,0,15,3,17,2,449,122,6,Sexy,Multicolor,Snakeskin Print,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"6% Spandex, 94% Polyester",Mesh,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
512,swouter02200901268,Solid Flap Pocket Oversized Overcoat,16.99,191,1,0,3,1,9,4,13,3,165,35,0,Casual,White,Plain,Short,Overcoat,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Button Front",Spring/Fall,100% Polyester,Tweed,Non-Stretch,No,Oversized,,,,,,,,,Single Breasted,,,
513,swpants07201014105,SHEIN Drawstring Waist Wide Leg Pants,14.0,221,5,1,7,1,11,4,15,1,185,31,17,Casual,Black,Plain,Long,Wide Leg,,,,,"Drawstring, Pocket, Rib-Knit",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Loose,Drawstring Waist,High Waist,,,,,,,,,,
514,swbodysui07200910239,SHEIN Solid Velvet Cami Bodysuit,9.0,1186,7,2,18,5,50,13,43,9,1068,332,10,Glamorous,Maroon,Plain,,Cami,Spaghetti Strap,Sleeveless,,,,All,100% Polyester,Velvet,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
515,swbodysui07200722739,SHEIN Velvet Bustier-Style Cami Bodysuit,9.0,1186,7,2,18,5,50,13,43,9,1068,332,10,Glamorous,Blue,Plain,,Cami,Spaghetti Strap,Sleeveless,,,,Fall/Winter,100% Polyester,Velvet,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
516,swbodysui07200910536,SHEIN Solid Velvet Cami Bodysuit,8.0,1186,7,2,18,5,50,13,43,9,1068,332,9,Glamorous,Black,Plain,,Cami,Spaghetti Strap,Sleeveless,,,,All,100% Polyester,Velvet,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
517,swbodysui07201223136,SHEIN Velvet Bustier-Style Cami Bodysuit,8.0,1186,7,2,18,5,50,13,43,9,1068,332,9,Glamorous,Dark Green,Plain,,Cami,Spaghetti Strap,Sleeveless,,,,All,100% Polyester,Velvet,Slight Stretch,No,Skinny,,Natural,,,,,,,,,,
518,swjacket07200929388,SHEIN Colorblock Zip Up Puffer Jacket,16.0,13,0,0,0,0,0,0,0,0,14,4,19,Casual,Multicolor,Colorblock,Regular,Padded ,Stand Collar,Long Sleeve,Regular Sleeve,,Zipper,Winter,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,Zipper,,,
519,swtee07201105171,SHEIN Solid High Neck Tee,3.49,698,3,1,7,0,25,3,46,13,617,135,4,Casual,Dark Green,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
520,swtee07201012805,SHEIN Solid High Neck Tee,4.99,698,3,1,7,0,25,3,46,13,617,135,6,Casual,Mocha Brown,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
521,swtee07201105866,SHEIN Solid High Neck Tee,4.99,698,3,1,7,0,25,3,46,13,617,135,6,Basics,White,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
522,swtee07201105779,SHEIN Solid High Neck Tee,4.99,698,3,1,7,0,25,3,46,13,617,135,6,Basics,Black,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
523,swtee07201105255,SHEIN Solid High Neck Tee,4.99,698,3,1,7,0,25,3,46,13,617,135,6,Casual,Chocolate Brown,Plain,Regular,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
524,swouter04201028442,Raglan Sleeve Zip Up Geo Pattern Cardigan,8.99,18,1,0,0,0,1,0,1,0,15,4,10,Elegant,Multicolor,Geometric,Short,Cardigan,Shawl Collar,Long Sleeve,Raglan Sleeve,,Zipper,Spring/Fall,100% Acrylic,Acrylic,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
525,swjumpsui07200922123,SHEIN Notch Neck Mesh Panel Pearl Detail Corset Jumpsuit With Skirt,20.0,306,6,1,2,0,9,3,10,0,293,46,24,Glamorous,White,Plain,Long,Other,Notched,Long Sleeve,Regular Sleeve,,"Contrast Mesh, Sheer, Zipper, Button Front",All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,,,,Yes
526,swjumpsui07201104565,SHEIN Notch Neck Mesh Panel Pearl Detail Corset Jumpsuit With Skirt,22.0,306,6,1,2,0,9,3,10,0,293,46,26,Glamorous,Black,Plain,Long,Other,Notched,Long Sleeve,Regular Sleeve,,"Contrast Mesh, Sheer, Zipper, Button Front",All,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,High Waist,,,,,,,,,,Yes
527,swskirt04200616875,Plaid Print Pleated Skirt,10.0,10000,0,0,0,0,0,0,703,281,9297,2817,12,Casual,Multicolor,Plaid,Mini,Pleated,,,,,Pleated,Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
528,swskirt23200812071,Plaid High-Rise Pleated Mini Skirt,10.0,10000,0,0,0,0,0,0,703,281,9297,2817,12,Preppy,Army Green,Tartan,Mini,Pleated,,,,,Zipper,Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
529,swskirt23200812867,High Waist Tartan Pleated Skirt,10.0,10000,0,0,0,0,0,0,703,281,9297,2817,12,Preppy,Red,Tartan,Mini,Pleated,,,,,Zipper,Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
530,swskirt23200924781,High Waist Tartan Pleated Skirt,9.0,10000,0,0,0,0,0,0,0,0,9297,2817,10,Preppy,Mocha Brown,Plaid,Mini,Pleated,,,,,Pleated,Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
531,swskirt04201027550,Houndstooth Print Pleated Skirt,10.0,10000,0,0,0,0,0,0,703,281,9297,2817,12,Preppy,Black and White,Houndstooth,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
532,swskirt04201110892,High Waist Tartan Pleated Skirt,12.0,10000,0,0,0,0,0,0,703,281,9297,2817,14,Preppy,Black and White,Plain,Mini,Pleated,,,,,"Pleated, Zipper",Summer,"50% Cotton, 50% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
533,swtwop07200922250,SHEIN Flap Pocket Front Self Belted PU Coat & Biker Shorts Set,24.0,25,1,0,0,0,0,0,2,0,22,3,29,Elegant,Black,Plain,,,Collar,Long Sleeve,Bishop Sleeve,,"Belted, Pocket, Button Front",Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,Biker Shorts,,,Yes,,
534,swouter04200824328,Button Front Fuzzy Knit Cardigan With Cami,21.0,7559,7559,2404,25,5,88,23,303,87,7127,2286,25,Casual,Baby Blue,Plain,Crop,Coat,Round Neck,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Nylon,Nylon,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
535,swouter04200710834,Button Front Fuzzy Knit Cardigan With Cami,21.0,7559,16,3,25,5,88,23,303,87,7127,2286,25,Casual,"Pastel, Baby Pink",Plain,Crop,Coat,Round Neck,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Nylon,Nylon,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
536,swouter04200824251,Button Front Fuzzy Knit Cardigan With Cami,21.0,7559,16,3,25,5,88,23,303,87,7127,2286,25,Casual,Maroon,Plain,Crop,Coat,Round Neck,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Nylon,Nylon,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
537,swouter04200824298,Button Front Fuzzy Knit Cardigan With Cami,21.0,7559,16,3,25,5,88,23,303,87,7127,2286,25,Casual,Lime Green,Plain,Crop,Coat,Round Neck,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Nylon,Nylon,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
538,swouter04200824376,Button Front Fuzzy Knit Cardigan With Cami,21.0,7560,16,3,25,5,7560,2404,303,87,7127,2286,25,Casual,Khaki,Plain,Crop,Coat,Round Neck,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Nylon,Nylon,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
539,swouter04200824014,Button Front Fuzzy Knit Cardigan With Cami,21.0,7560,16,3,25,5,88,23,303,87,7127,2286,25,Casual,Grey,Plain,Crop,Coat,Round Neck,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Nylon,Nylon,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
540,swvest07200921537,SHEIN Little Dinosaur Print Lettuce Trim Crop Tank Top,3.0,2184,19,5,23,1,77,16,153,46,1913,560,3,Casual,Multicolor,"Cartoon, All Over Print",Crop,Tank,Notched,,,,Lettuce Trim,Summer,"8% Spandex, 92% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
541,swpants07200905764,SHEIN Slant Pocket Solid Joggers,9.99,104,12,1,4,1,4,0,7,1,78,12,12,,Black,Plain,Long,,,,,,Pocket,All,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
542,swblouse04201124117,Knot Cuff Sleeve Solid Blouse,11.0,0,0,0,0,0,0,0,0,0,0,0,13,Elegant,White,Plain,Regular,Shirt,Collar,Long Sleeve,Flounce Sleeve,Placket,"Knot, Button Front",Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
543,swdress07201005203,SHEIN Shoulder Padded Drawstring Ruched Dress,14.0,232,3,0,4,1,7,1,10,2,210,53,17,Elegant,Black,Plain,Short,Bodycon,Stand Collar,Sleeveless,,,"Ruched, Knot",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
544,swdress07201112284,SHEIN Shoulder Padded Drawstring Ruched Dress,14.0,232,3,0,4,1,7,1,10,2,210,53,17,Elegant,Dusty Pink,Plain,Short,Fitted,Stand Collar,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
545,swdress07201112834,SHEIN Shoulder Padded Drawstring Ruched Dress,10.99,232,3,0,4,1,7,1,10,2,210,53,13,Elegant,Coffee Brown,Plain,Short,Bodycon,Stand Collar,Sleeveless,,,"Ruched, Drawstring",Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,High Stretch,No,Slim Fit,,Natural,,,,,,,,,Pencil,
546,swjacket07200924484,SHEIN Drop Shoulder Oversized Puffer Jacket,16.99,108,0,0,2,1,1,1,11,0,95,23,20,Casual,Black,Plain,Regular,Padded ,Collar,Long Sleeve,Drop Shoulder,,"Pocket, Zipper, Button Front",Winter,100% Polyester,Polyester,Non-Stretch,No,Oversized,,,,Yes,,,,,Zipper,,,
547,swtee23200827970,Turtle Neck Fitted Crop Top,5.99,10000,0,0,0,0,146,86,658,204,9196,2745,7,Casual,White,Plain,Crop,,Funnel Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
548,swtee04200715266,Turtle Neck Solid Tee,5.99,10000,0,0,0,0,146,86,658,204,9196,2745,7,Elegant,Black,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
549,swtee23200827326,Turtle Neck Solid Tee,5.99,10000,0,0,0,0,146,86,658,204,9196,2745,7,Elegant,Burgundy,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
550,swtee23200827246,Turtleneck Long Sleeve Crop Top,5.99,10000,0,0,0,0,146,86,658,204,9196,2745,7,Elegant,Camel,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
551,swtee23200827527,Turtle Neck Solid Tee,5.99,10000,0,0,0,0,146,86,658,204,9196,2745,7,"Elegant, Casual",Royal Blue,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
552,swtee23200827983,Turtle Neck Solid Tee,3.49,10000,0,0,0,0,146,86,658,204,9196,2745,4,Elegant,Army Green,Plain,Crop,,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,,,,,
553,swtop07200909668,SHEIN Lettuce Trim Sheer Mesh Yoke Letter Graphic Crop Top,3.99,746,0,0,2,0,5,0,14,6,727,326,4,Casual,Black,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Lettuce Trim",Spring/Summer,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
554,swtee07201008486,SHEIN Lettuce Trim Sheer Mesh Yoke Letter Graphic Crop Top,4.99,746,0,0,2,0,5,0,14,6,727,326,6,Elegant,Maroon,Letter,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Sheer, Contrast Mesh, Lettuce Trim",Spring/Summer,"94% Rayon, 6% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
